Consumption (kWh), Start, End
0.008000, 2025-04-06T09:30:00+01:00, 2025-04-06T10:00:00+01:00
0.008000, 2025-04-06T10:00:00+01:00, 2025-04-06T10:30:00+01:00
0.007000, 2025-04-06T10:30:00+01:00, 2025-04-06T11:00:00+01:00
0.008000, 2025-04-06T11:00:00+01:00, 2025-04-06T11:30:00+01:00
0.019000, 2025-04-06T11:30:00+01:00, 2025-04-06T12:00:00+01:00
0.009000, 2025-04-06T12:00:00+01:00, 2025-04-06T12:30:00+01:00
0.011000, 2025-04-06T12:30:00+01:00, 2025-04-06T13:00:00+01:00
0.010000, 2025-04-06T13:00:00+01:00, 2025-04-06T13:30:00+01:00
0.007000, 2025-04-06T13:30:00+01:00, 2025-04-06T14:00:00+01:00
0.009000, 2025-04-06T14:00:00+01:00, 2025-04-06T14:30:00+01:00
0.084000, 2025-04-06T14:30:00+01:00, 2025-04-06T15:00:00+01:00
0.009000, 2025-04-06T15:00:00+01:00, 2025-04-06T15:30:00+01:00
0.081000, 2025-04-06T15:30:00+01:00, 2025-04-06T16:00:00+01:00
0.009000, 2025-04-06T16:00:00+01:00, 2025-04-06T16:30:00+01:00
0.007000, 2025-04-06T16:30:00+01:00, 2025-04-06T17:00:00+01:00
0.010000, 2025-04-06T17:00:00+01:00, 2025-04-06T17:30:00+01:00
0.008000, 2025-04-06T17:30:00+01:00, 2025-04-06T18:00:00+01:00
0.008000, 2025-04-06T18:00:00+01:00, 2025-04-06T18:30:00+01:00
0.009000, 2025-04-06T18:30:00+01:00, 2025-04-06T19:00:00+01:00
0.009000, 2025-04-06T19:00:00+01:00, 2025-04-06T19:30:00+01:00
0.020000, 2025-04-06T19:30:00+01:00, 2025-04-06T20:00:00+01:00
0.009000, 2025-04-06T20:00:00+01:00, 2025-04-06T20:30:00+01:00
0.231000, 2025-04-06T20:30:00+01:00, 2025-04-06T21:00:00+01:00
0.190000, 2025-04-06T21:00:00+01:00, 2025-04-06T21:30:00+01:00
0.187000, 2025-04-06T21:30:00+01:00, 2025-04-06T22:00:00+01:00
0.182000, 2025-04-06T22:00:00+01:00, 2025-04-06T22:30:00+01:00
0.148000, 2025-04-06T22:30:00+01:00, 2025-04-06T23:00:00+01:00
0.122000, 2025-04-06T23:00:00+01:00, 2025-04-06T23:30:00+01:00
0.127000, 2025-04-06T23:30:00+01:00, 2025-04-07T00:00:00+01:00
0.158000, 2025-04-07T00:00:00+01:00, 2025-04-07T00:30:00+01:00
2.905000, 2025-04-07T00:30:00+01:00, 2025-04-07T01:00:00+01:00
2.886000, 2025-04-07T01:00:00+01:00, 2025-04-07T01:30:00+01:00
2.877000, 2025-04-07T01:30:00+01:00, 2025-04-07T02:00:00+01:00
2.749000, 2025-04-07T02:00:00+01:00, 2025-04-07T02:30:00+01:00
1.495000, 2025-04-07T02:30:00+01:00, 2025-04-07T03:00:00+01:00
1.154000, 2025-04-07T03:00:00+01:00, 2025-04-07T03:30:00+01:00
0.980000, 2025-04-07T03:30:00+01:00, 2025-04-07T04:00:00+01:00
0.984000, 2025-04-07T04:00:00+01:00, 2025-04-07T04:30:00+01:00
1.003000, 2025-04-07T04:30:00+01:00, 2025-04-07T05:00:00+01:00
0.264000, 2025-04-07T05:00:00+01:00, 2025-04-07T05:30:00+01:00
0.024000, 2025-04-07T05:30:00+01:00, 2025-04-07T06:00:00+01:00
0.012000, 2025-04-07T06:00:00+01:00, 2025-04-07T06:30:00+01:00
0.008000, 2025-04-07T06:30:00+01:00, 2025-04-07T07:00:00+01:00
0.007000, 2025-04-07T07:00:00+01:00, 2025-04-07T07:30:00+01:00
0.009000, 2025-04-07T07:30:00+01:00, 2025-04-07T08:00:00+01:00
0.007000, 2025-04-07T08:00:00+01:00, 2025-04-07T08:30:00+01:00
0.007000, 2025-04-07T08:30:00+01:00, 2025-04-07T09:00:00+01:00
0.008000, 2025-04-07T09:00:00+01:00, 2025-04-07T09:30:00+01:00
0.008000, 2025-04-07T09:30:00+01:00, 2025-04-07T10:00:00+01:00
0.010000, 2025-04-07T10:00:00+01:00, 2025-04-07T10:30:00+01:00
0.010000, 2025-04-07T10:30:00+01:00, 2025-04-07T11:00:00+01:00
0.009000, 2025-04-07T11:00:00+01:00, 2025-04-07T11:30:00+01:00
0.009000, 2025-04-07T11:30:00+01:00, 2025-04-07T12:00:00+01:00
0.007000, 2025-04-07T12:00:00+01:00, 2025-04-07T12:30:00+01:00
0.008000, 2025-04-07T12:30:00+01:00, 2025-04-07T13:00:00+01:00
0.009000, 2025-04-07T13:00:00+01:00, 2025-04-07T13:30:00+01:00
0.009000, 2025-04-07T13:30:00+01:00, 2025-04-07T14:00:00+01:00
0.014000, 2025-04-07T14:00:00+01:00, 2025-04-07T14:30:00+01:00
0.009000, 2025-04-07T14:30:00+01:00, 2025-04-07T15:00:00+01:00
0.013000, 2025-04-07T15:00:00+01:00, 2025-04-07T15:30:00+01:00
0.017000, 2025-04-07T15:30:00+01:00, 2025-04-07T16:00:00+01:00
0.024000, 2025-04-07T16:00:00+01:00, 2025-04-07T16:30:00+01:00
0.023000, 2025-04-07T16:30:00+01:00, 2025-04-07T17:00:00+01:00
0.021000, 2025-04-07T17:00:00+01:00, 2025-04-07T17:30:00+01:00
0.011000, 2025-04-07T17:30:00+01:00, 2025-04-07T18:00:00+01:00
0.011000, 2025-04-07T18:00:00+01:00, 2025-04-07T18:30:00+01:00
0.010000, 2025-04-07T18:30:00+01:00, 2025-04-07T19:00:00+01:00
0.009000, 2025-04-07T19:00:00+01:00, 2025-04-07T19:30:00+01:00
0.022000, 2025-04-07T19:30:00+01:00, 2025-04-07T20:00:00+01:00
0.080000, 2025-04-07T20:00:00+01:00, 2025-04-07T20:30:00+01:00
0.294000, 2025-04-07T20:30:00+01:00, 2025-04-07T21:00:00+01:00
0.178000, 2025-04-07T21:00:00+01:00, 2025-04-07T21:30:00+01:00
0.199000, 2025-04-07T21:30:00+01:00, 2025-04-07T22:00:00+01:00
0.248000, 2025-04-07T22:00:00+01:00, 2025-04-07T22:30:00+01:00
0.203000, 2025-04-07T22:30:00+01:00, 2025-04-07T23:00:00+01:00
0.131000, 2025-04-07T23:00:00+01:00, 2025-04-07T23:30:00+01:00
0.148000, 2025-04-07T23:30:00+01:00, 2025-04-08T00:00:00+01:00
0.169000, 2025-04-08T00:00:00+01:00, 2025-04-08T00:30:00+01:00
2.877000, 2025-04-08T00:30:00+01:00, 2025-04-08T01:00:00+01:00
2.865000, 2025-04-08T01:00:00+01:00, 2025-04-08T01:30:00+01:00
2.897000, 2025-04-08T01:30:00+01:00, 2025-04-08T02:00:00+01:00
2.922000, 2025-04-08T02:00:00+01:00, 2025-04-08T02:30:00+01:00
2.885000, 2025-04-08T02:30:00+01:00, 2025-04-08T03:00:00+01:00
2.883000, 2025-04-08T03:00:00+01:00, 2025-04-08T03:30:00+01:00
2.897000, 2025-04-08T03:30:00+01:00, 2025-04-08T04:00:00+01:00
2.934000, 2025-04-08T04:00:00+01:00, 2025-04-08T04:30:00+01:00
2.283000, 2025-04-08T04:30:00+01:00, 2025-04-08T05:00:00+01:00
0.618000, 2025-04-08T05:00:00+01:00, 2025-04-08T05:30:00+01:00
0.022000, 2025-04-08T05:30:00+01:00, 2025-04-08T06:00:00+01:00
0.010000, 2025-04-08T06:00:00+01:00, 2025-04-08T06:30:00+01:00
0.007000, 2025-04-08T06:30:00+01:00, 2025-04-08T07:00:00+01:00
0.017000, 2025-04-08T07:00:00+01:00, 2025-04-08T07:30:00+01:00
0.007000, 2025-04-08T07:30:00+01:00, 2025-04-08T08:00:00+01:00
0.009000, 2025-04-08T08:00:00+01:00, 2025-04-08T08:30:00+01:00
0.007000, 2025-04-08T08:30:00+01:00, 2025-04-08T09:00:00+01:00
0.007000, 2025-04-08T09:00:00+01:00, 2025-04-08T09:30:00+01:00
0.009000, 2025-04-08T09:30:00+01:00, 2025-04-08T10:00:00+01:00
0.010000, 2025-04-08T10:00:00+01:00, 2025-04-08T10:30:00+01:00
0.010000, 2025-04-08T10:30:00+01:00, 2025-04-08T11:00:00+01:00
0.009000, 2025-04-08T11:00:00+01:00, 2025-04-08T11:30:00+01:00
0.010000, 2025-04-08T11:30:00+01:00, 2025-04-08T12:00:00+01:00
0.010000, 2025-04-08T12:00:00+01:00, 2025-04-08T12:30:00+01:00
0.011000, 2025-04-08T12:30:00+01:00, 2025-04-08T13:00:00+01:00
0.010000, 2025-04-08T13:00:00+01:00, 2025-04-08T13:30:00+01:00
0.009000, 2025-04-08T13:30:00+01:00, 2025-04-08T14:00:00+01:00
0.007000, 2025-04-08T14:00:00+01:00, 2025-04-08T14:30:00+01:00
0.009000, 2025-04-08T14:30:00+01:00, 2025-04-08T15:00:00+01:00
0.011000, 2025-04-08T15:00:00+01:00, 2025-04-08T15:30:00+01:00
0.011000, 2025-04-08T15:30:00+01:00, 2025-04-08T16:00:00+01:00
0.009000, 2025-04-08T16:00:00+01:00, 2025-04-08T16:30:00+01:00
0.008000, 2025-04-08T16:30:00+01:00, 2025-04-08T17:00:00+01:00
0.031000, 2025-04-08T17:00:00+01:00, 2025-04-08T17:30:00+01:00
0.009000, 2025-04-08T17:30:00+01:00, 2025-04-08T18:00:00+01:00
0.009000, 2025-04-08T18:00:00+01:00, 2025-04-08T18:30:00+01:00
0.020000, 2025-04-08T18:30:00+01:00, 2025-04-08T19:00:00+01:00
0.430000, 2025-04-08T19:00:00+01:00, 2025-04-08T19:30:00+01:00
0.415000, 2025-04-08T19:30:00+01:00, 2025-04-08T20:00:00+01:00
0.279000, 2025-04-08T20:00:00+01:00, 2025-04-08T20:30:00+01:00
0.395000, 2025-04-08T20:30:00+01:00, 2025-04-08T21:00:00+01:00
0.546000, 2025-04-08T21:00:00+01:00, 2025-04-08T21:30:00+01:00
0.264000, 2025-04-08T21:30:00+01:00, 2025-04-08T22:00:00+01:00
0.246000, 2025-04-08T22:00:00+01:00, 2025-04-08T22:30:00+01:00
0.201000, 2025-04-08T22:30:00+01:00, 2025-04-08T23:00:00+01:00
0.197000, 2025-04-08T23:00:00+01:00, 2025-04-08T23:30:00+01:00
0.158000, 2025-04-08T23:30:00+01:00, 2025-04-09T00:00:00+01:00
0.158000, 2025-04-09T00:00:00+01:00, 2025-04-09T00:30:00+01:00
2.921000, 2025-04-09T00:30:00+01:00, 2025-04-09T01:00:00+01:00
2.946000, 2025-04-09T01:00:00+01:00, 2025-04-09T01:30:00+01:00
2.898000, 2025-04-09T01:30:00+01:00, 2025-04-09T02:00:00+01:00
2.899000, 2025-04-09T02:00:00+01:00, 2025-04-09T02:30:00+01:00
2.913000, 2025-04-09T02:30:00+01:00, 2025-04-09T03:00:00+01:00
2.957000, 2025-04-09T03:00:00+01:00, 2025-04-09T03:30:00+01:00
2.958000, 2025-04-09T03:30:00+01:00, 2025-04-09T04:00:00+01:00
2.926000, 2025-04-09T04:00:00+01:00, 2025-04-09T04:30:00+01:00
2.243000, 2025-04-09T04:30:00+01:00, 2025-04-09T05:00:00+01:00
0.644000, 2025-04-09T05:00:00+01:00, 2025-04-09T05:30:00+01:00
0.027000, 2025-04-09T05:30:00+01:00, 2025-04-09T06:00:00+01:00
0.010000, 2025-04-09T06:00:00+01:00, 2025-04-09T06:30:00+01:00
0.008000, 2025-04-09T06:30:00+01:00, 2025-04-09T07:00:00+01:00
0.015000, 2025-04-09T07:00:00+01:00, 2025-04-09T07:30:00+01:00
0.009000, 2025-04-09T07:30:00+01:00, 2025-04-09T08:00:00+01:00
0.009000, 2025-04-09T08:00:00+01:00, 2025-04-09T08:30:00+01:00
0.010000, 2025-04-09T08:30:00+01:00, 2025-04-09T09:00:00+01:00
0.009000, 2025-04-09T09:00:00+01:00, 2025-04-09T09:30:00+01:00
0.009000, 2025-04-09T09:30:00+01:00, 2025-04-09T10:00:00+01:00
0.012000, 2025-04-09T10:00:00+01:00, 2025-04-09T10:30:00+01:00
0.009000, 2025-04-09T10:30:00+01:00, 2025-04-09T11:00:00+01:00
0.009000, 2025-04-09T11:00:00+01:00, 2025-04-09T11:30:00+01:00
0.013000, 2025-04-09T11:30:00+01:00, 2025-04-09T12:00:00+01:00
0.013000, 2025-04-09T12:00:00+01:00, 2025-04-09T12:30:00+01:00
0.008000, 2025-04-09T12:30:00+01:00, 2025-04-09T13:00:00+01:00
0.008000, 2025-04-09T13:00:00+01:00, 2025-04-09T13:30:00+01:00
0.008000, 2025-04-09T13:30:00+01:00, 2025-04-09T14:00:00+01:00
0.009000, 2025-04-09T14:00:00+01:00, 2025-04-09T14:30:00+01:00
0.016000, 2025-04-09T14:30:00+01:00, 2025-04-09T15:00:00+01:00
0.009000, 2025-04-09T15:00:00+01:00, 2025-04-09T15:30:00+01:00
0.011000, 2025-04-09T15:30:00+01:00, 2025-04-09T16:00:00+01:00
0.047000, 2025-04-09T16:00:00+01:00, 2025-04-09T16:30:00+01:00
0.040000, 2025-04-09T16:30:00+01:00, 2025-04-09T17:00:00+01:00
0.023000, 2025-04-09T17:00:00+01:00, 2025-04-09T17:30:00+01:00
0.008000, 2025-04-09T17:30:00+01:00, 2025-04-09T18:00:00+01:00
0.012000, 2025-04-09T18:00:00+01:00, 2025-04-09T18:30:00+01:00
0.006000, 2025-04-09T18:30:00+01:00, 2025-04-09T19:00:00+01:00
0.011000, 2025-04-09T19:00:00+01:00, 2025-04-09T19:30:00+01:00
0.009000, 2025-04-09T19:30:00+01:00, 2025-04-09T20:00:00+01:00
0.009000, 2025-04-09T20:00:00+01:00, 2025-04-09T20:30:00+01:00
0.012000, 2025-04-09T20:30:00+01:00, 2025-04-09T21:00:00+01:00
0.008000, 2025-04-09T21:00:00+01:00, 2025-04-09T21:30:00+01:00
0.053000, 2025-04-09T21:30:00+01:00, 2025-04-09T22:00:00+01:00
0.160000, 2025-04-09T22:00:00+01:00, 2025-04-09T22:30:00+01:00
0.155000, 2025-04-09T22:30:00+01:00, 2025-04-09T23:00:00+01:00
0.122000, 2025-04-09T23:00:00+01:00, 2025-04-09T23:30:00+01:00
0.123000, 2025-04-09T23:30:00+01:00, 2025-04-10T00:00:00+01:00
0.164000, 2025-04-10T00:00:00+01:00, 2025-04-10T00:30:00+01:00
2.914000, 2025-04-10T00:30:00+01:00, 2025-04-10T01:00:00+01:00
2.887000, 2025-04-10T01:00:00+01:00, 2025-04-10T01:30:00+01:00
2.882000, 2025-04-10T01:30:00+01:00, 2025-04-10T02:00:00+01:00
2.900000, 2025-04-10T02:00:00+01:00, 2025-04-10T02:30:00+01:00
2.917000, 2025-04-10T02:30:00+01:00, 2025-04-10T03:00:00+01:00
2.889000, 2025-04-10T03:00:00+01:00, 2025-04-10T03:30:00+01:00
2.873000, 2025-04-10T03:30:00+01:00, 2025-04-10T04:00:00+01:00
2.595000, 2025-04-10T04:00:00+01:00, 2025-04-10T04:30:00+01:00
1.551000, 2025-04-10T04:30:00+01:00, 2025-04-10T05:00:00+01:00
0.373000, 2025-04-10T05:00:00+01:00, 2025-04-10T05:30:00+01:00
0.017000, 2025-04-10T05:30:00+01:00, 2025-04-10T06:00:00+01:00
0.007000, 2025-04-10T06:00:00+01:00, 2025-04-10T06:30:00+01:00
0.008000, 2025-04-10T06:30:00+01:00, 2025-04-10T07:00:00+01:00
0.016000, 2025-04-10T07:00:00+01:00, 2025-04-10T07:30:00+01:00
0.008000, 2025-04-10T07:30:00+01:00, 2025-04-10T08:00:00+01:00
0.009000, 2025-04-10T08:00:00+01:00, 2025-04-10T08:30:00+01:00
0.009000, 2025-04-10T08:30:00+01:00, 2025-04-10T09:00:00+01:00
0.011000, 2025-04-10T09:00:00+01:00, 2025-04-10T09:30:00+01:00
0.008000, 2025-04-10T09:30:00+01:00, 2025-04-10T10:00:00+01:00
0.008000, 2025-04-10T10:00:00+01:00, 2025-04-10T10:30:00+01:00
0.012000, 2025-04-10T10:30:00+01:00, 2025-04-10T11:00:00+01:00
0.009000, 2025-04-10T11:00:00+01:00, 2025-04-10T11:30:00+01:00
0.009000, 2025-04-10T11:30:00+01:00, 2025-04-10T12:00:00+01:00
0.010000, 2025-04-10T12:00:00+01:00, 2025-04-10T12:30:00+01:00
0.010000, 2025-04-10T12:30:00+01:00, 2025-04-10T13:00:00+01:00
0.009000, 2025-04-10T13:00:00+01:00, 2025-04-10T13:30:00+01:00
0.008000, 2025-04-10T13:30:00+01:00, 2025-04-10T14:00:00+01:00
0.009000, 2025-04-10T14:00:00+01:00, 2025-04-10T14:30:00+01:00
0.009000, 2025-04-10T14:30:00+01:00, 2025-04-10T15:00:00+01:00
0.008000, 2025-04-10T15:00:00+01:00, 2025-04-10T15:30:00+01:00
0.022000, 2025-04-10T15:30:00+01:00, 2025-04-10T16:00:00+01:00
0.009000, 2025-04-10T16:00:00+01:00, 2025-04-10T16:30:00+01:00
0.007000, 2025-04-10T16:30:00+01:00, 2025-04-10T17:00:00+01:00
0.008000, 2025-04-10T17:00:00+01:00, 2025-04-10T17:30:00+01:00
0.007000, 2025-04-10T17:30:00+01:00, 2025-04-10T18:00:00+01:00
0.011000, 2025-04-10T18:00:00+01:00, 2025-04-10T18:30:00+01:00
0.008000, 2025-04-10T18:30:00+01:00, 2025-04-10T19:00:00+01:00
0.009000, 2025-04-10T19:00:00+01:00, 2025-04-10T19:30:00+01:00
0.008000, 2025-04-10T19:30:00+01:00, 2025-04-10T20:00:00+01:00
0.007000, 2025-04-10T20:00:00+01:00, 2025-04-10T20:30:00+01:00
0.016000, 2025-04-10T20:30:00+01:00, 2025-04-10T21:00:00+01:00
0.007000, 2025-04-10T21:00:00+01:00, 2025-04-10T21:30:00+01:00
0.007000, 2025-04-10T21:30:00+01:00, 2025-04-10T22:00:00+01:00
0.008000, 2025-04-10T22:00:00+01:00, 2025-04-10T22:30:00+01:00
0.007000, 2025-04-10T22:30:00+01:00, 2025-04-10T23:00:00+01:00
0.007000, 2025-04-10T23:00:00+01:00, 2025-04-10T23:30:00+01:00
0.006000, 2025-04-10T23:30:00+01:00, 2025-04-11T00:00:00+01:00
0.007000, 2025-04-11T00:00:00+01:00, 2025-04-11T00:30:00+01:00
2.855000, 2025-04-11T00:30:00+01:00, 2025-04-11T01:00:00+01:00
2.870000, 2025-04-11T01:00:00+01:00, 2025-04-11T01:30:00+01:00
2.873000, 2025-04-11T01:30:00+01:00, 2025-04-11T02:00:00+01:00
2.847000, 2025-04-11T02:00:00+01:00, 2025-04-11T02:30:00+01:00
2.855000, 2025-04-11T02:30:00+01:00, 2025-04-11T03:00:00+01:00
2.864000, 2025-04-11T03:00:00+01:00, 2025-04-11T03:30:00+01:00
2.889000, 2025-04-11T03:30:00+01:00, 2025-04-11T04:00:00+01:00
2.870000, 2025-04-11T04:00:00+01:00, 2025-04-11T04:30:00+01:00
1.840000, 2025-04-11T04:30:00+01:00, 2025-04-11T05:00:00+01:00
0.516000, 2025-04-11T05:00:00+01:00, 2025-04-11T05:30:00+01:00
0.009000, 2025-04-11T05:30:00+01:00, 2025-04-11T06:00:00+01:00
0.006000, 2025-04-11T06:00:00+01:00, 2025-04-11T06:30:00+01:00
0.015000, 2025-04-11T06:30:00+01:00, 2025-04-11T07:00:00+01:00
0.031000, 2025-04-11T07:00:00+01:00, 2025-04-11T07:30:00+01:00
0.009000, 2025-04-11T07:30:00+01:00, 2025-04-11T08:00:00+01:00
0.008000, 2025-04-11T08:00:00+01:00, 2025-04-11T08:30:00+01:00
0.019000, 2025-04-11T08:30:00+01:00, 2025-04-11T09:00:00+01:00
0.009000, 2025-04-11T09:00:00+01:00, 2025-04-11T09:30:00+01:00
0.009000, 2025-04-11T09:30:00+01:00, 2025-04-11T10:00:00+01:00
0.014000, 2025-04-11T10:00:00+01:00, 2025-04-11T10:30:00+01:00
0.008000, 2025-04-11T10:30:00+01:00, 2025-04-11T11:00:00+01:00
0.009000, 2025-04-11T11:00:00+01:00, 2025-04-11T11:30:00+01:00
0.008000, 2025-04-11T11:30:00+01:00, 2025-04-11T12:00:00+01:00
0.009000, 2025-04-11T12:00:00+01:00, 2025-04-11T12:30:00+01:00
0.008000, 2025-04-11T12:30:00+01:00, 2025-04-11T13:00:00+01:00
0.006000, 2025-04-11T13:00:00+01:00, 2025-04-11T13:30:00+01:00
0.008000, 2025-04-11T13:30:00+01:00, 2025-04-11T14:00:00+01:00
0.020000, 2025-04-11T14:00:00+01:00, 2025-04-11T14:30:00+01:00
0.008000, 2025-04-11T14:30:00+01:00, 2025-04-11T15:00:00+01:00
0.009000, 2025-04-11T15:00:00+01:00, 2025-04-11T15:30:00+01:00
0.009000, 2025-04-11T15:30:00+01:00, 2025-04-11T16:00:00+01:00
0.023000, 2025-04-11T16:00:00+01:00, 2025-04-11T16:30:00+01:00
0.014000, 2025-04-11T16:30:00+01:00, 2025-04-11T17:00:00+01:00
0.007000, 2025-04-11T17:00:00+01:00, 2025-04-11T17:30:00+01:00
0.007000, 2025-04-11T17:30:00+01:00, 2025-04-11T18:00:00+01:00
0.007000, 2025-04-11T18:00:00+01:00, 2025-04-11T18:30:00+01:00
0.007000, 2025-04-11T18:30:00+01:00, 2025-04-11T19:00:00+01:00
0.012000, 2025-04-11T19:00:00+01:00, 2025-04-11T19:30:00+01:00
0.007000, 2025-04-11T19:30:00+01:00, 2025-04-11T20:00:00+01:00
0.008000, 2025-04-11T20:00:00+01:00, 2025-04-11T20:30:00+01:00
0.012000, 2025-04-11T20:30:00+01:00, 2025-04-11T21:00:00+01:00
0.008000, 2025-04-11T21:00:00+01:00, 2025-04-11T21:30:00+01:00
0.007000, 2025-04-11T21:30:00+01:00, 2025-04-11T22:00:00+01:00
0.007000, 2025-04-11T22:00:00+01:00, 2025-04-11T22:30:00+01:00
0.007000, 2025-04-11T22:30:00+01:00, 2025-04-11T23:00:00+01:00
0.006000, 2025-04-11T23:00:00+01:00, 2025-04-11T23:30:00+01:00
0.007000, 2025-04-11T23:30:00+01:00, 2025-04-12T00:00:00+01:00
0.008000, 2025-04-12T00:00:00+01:00, 2025-04-12T00:30:00+01:00
1.022000, 2025-04-12T00:30:00+01:00, 2025-04-12T01:00:00+01:00
0.976000, 2025-04-12T01:00:00+01:00, 2025-04-12T01:30:00+01:00
0.972000, 2025-04-12T01:30:00+01:00, 2025-04-12T02:00:00+01:00
0.999000, 2025-04-12T02:00:00+01:00, 2025-04-12T02:30:00+01:00
1.009000, 2025-04-12T02:30:00+01:00, 2025-04-12T03:00:00+01:00
0.972000, 2025-04-12T03:00:00+01:00, 2025-04-12T03:30:00+01:00
0.968000, 2025-04-12T03:30:00+01:00, 2025-04-12T04:00:00+01:00
0.510000, 2025-04-12T04:00:00+01:00, 2025-04-12T04:30:00+01:00
0.136000, 2025-04-12T04:30:00+01:00, 2025-04-12T05:00:00+01:00
0.109000, 2025-04-12T05:00:00+01:00, 2025-04-12T05:30:00+01:00
0.007000, 2025-04-12T05:30:00+01:00, 2025-04-12T06:00:00+01:00
0.007000, 2025-04-12T06:00:00+01:00, 2025-04-12T06:30:00+01:00
0.007000, 2025-04-12T06:30:00+01:00, 2025-04-12T07:00:00+01:00
0.033000, 2025-04-12T07:00:00+01:00, 2025-04-12T07:30:00+01:00
0.019000, 2025-04-12T07:30:00+01:00, 2025-04-12T08:00:00+01:00
0.008000, 2025-04-12T08:00:00+01:00, 2025-04-12T08:30:00+01:00
0.017000, 2025-04-12T08:30:00+01:00, 2025-04-12T09:00:00+01:00
0.007000, 2025-04-12T09:00:00+01:00, 2025-04-12T09:30:00+01:00
0.019000, 2025-04-12T09:30:00+01:00, 2025-04-12T10:00:00+01:00
0.008000, 2025-04-12T10:00:00+01:00, 2025-04-12T10:30:00+01:00
0.008000, 2025-04-12T10:30:00+01:00, 2025-04-12T11:00:00+01:00
0.008000, 2025-04-12T11:00:00+01:00, 2025-04-12T11:30:00+01:00
0.006000, 2025-04-12T11:30:00+01:00, 2025-04-12T12:00:00+01:00
0.007000, 2025-04-12T12:00:00+01:00, 2025-04-12T12:30:00+01:00
0.007000, 2025-04-12T12:30:00+01:00, 2025-04-12T13:00:00+01:00
0.007000, 2025-04-12T13:00:00+01:00, 2025-04-12T13:30:00+01:00
0.008000, 2025-04-12T13:30:00+01:00, 2025-04-12T14:00:00+01:00
0.016000, 2025-04-12T14:00:00+01:00, 2025-04-12T14:30:00+01:00
0.010000, 2025-04-12T14:30:00+01:00, 2025-04-12T15:00:00+01:00
0.017000, 2025-04-12T15:00:00+01:00, 2025-04-12T15:30:00+01:00
0.020000, 2025-04-12T15:30:00+01:00, 2025-04-12T16:00:00+01:00
0.010000, 2025-04-12T16:00:00+01:00, 2025-04-12T16:30:00+01:00
0.022000, 2025-04-12T16:30:00+01:00, 2025-04-12T17:00:00+01:00
0.009000, 2025-04-12T17:00:00+01:00, 2025-04-12T17:30:00+01:00
0.008000, 2025-04-12T17:30:00+01:00, 2025-04-12T18:00:00+01:00
0.007000, 2025-04-12T18:00:00+01:00, 2025-04-12T18:30:00+01:00
0.007000, 2025-04-12T18:30:00+01:00, 2025-04-12T19:00:00+01:00
0.008000, 2025-04-12T19:00:00+01:00, 2025-04-12T19:30:00+01:00
0.007000, 2025-04-12T19:30:00+01:00, 2025-04-12T20:00:00+01:00
0.004000, 2025-04-12T20:00:00+01:00, 2025-04-12T20:30:00+01:00
0.007000, 2025-04-12T20:30:00+01:00, 2025-04-12T21:00:00+01:00
0.007000, 2025-04-12T21:00:00+01:00, 2025-04-12T21:30:00+01:00
0.008000, 2025-04-12T21:30:00+01:00, 2025-04-12T22:00:00+01:00
0.007000, 2025-04-12T22:00:00+01:00, 2025-04-12T22:30:00+01:00
0.007000, 2025-04-12T22:30:00+01:00, 2025-04-12T23:00:00+01:00
0.006000, 2025-04-12T23:00:00+01:00, 2025-04-12T23:30:00+01:00
0.007000, 2025-04-12T23:30:00+01:00, 2025-04-13T00:00:00+01:00
0.008000, 2025-04-13T00:00:00+01:00, 2025-04-13T00:30:00+01:00
3.038000, 2025-04-13T00:30:00+01:00, 2025-04-13T01:00:00+01:00
2.996000, 2025-04-13T01:00:00+01:00, 2025-04-13T01:30:00+01:00
3.011000, 2025-04-13T01:30:00+01:00, 2025-04-13T02:00:00+01:00
3.046000, 2025-04-13T02:00:00+01:00, 2025-04-13T02:30:00+01:00
3.005000, 2025-04-13T02:30:00+01:00, 2025-04-13T03:00:00+01:00
2.929000, 2025-04-13T03:00:00+01:00, 2025-04-13T03:30:00+01:00
2.931000, 2025-04-13T03:30:00+01:00, 2025-04-13T04:00:00+01:00
2.735000, 2025-04-13T04:00:00+01:00, 2025-04-13T04:30:00+01:00
1.975000, 2025-04-13T04:30:00+01:00, 2025-04-13T05:00:00+01:00
0.797000, 2025-04-13T05:00:00+01:00, 2025-04-13T05:30:00+01:00
0.008000, 2025-04-13T05:30:00+01:00, 2025-04-13T06:00:00+01:00
0.007000, 2025-04-13T06:00:00+01:00, 2025-04-13T06:30:00+01:00
0.007000, 2025-04-13T06:30:00+01:00, 2025-04-13T07:00:00+01:00
0.005000, 2025-04-13T07:00:00+01:00, 2025-04-13T07:30:00+01:00
0.087000, 2025-04-13T07:30:00+01:00, 2025-04-13T08:00:00+01:00
0.016000, 2025-04-13T08:00:00+01:00, 2025-04-13T08:30:00+01:00
0.007000, 2025-04-13T08:30:00+01:00, 2025-04-13T09:00:00+01:00
0.007000, 2025-04-13T09:00:00+01:00, 2025-04-13T09:30:00+01:00
0.009000, 2025-04-13T09:30:00+01:00, 2025-04-13T10:00:00+01:00
0.006000, 2025-04-13T10:00:00+01:00, 2025-04-13T10:30:00+01:00
0.007000, 2025-04-13T10:30:00+01:00, 2025-04-13T11:00:00+01:00
0.006000, 2025-04-13T11:00:00+01:00, 2025-04-13T11:30:00+01:00
0.007000, 2025-04-13T11:30:00+01:00, 2025-04-13T12:00:00+01:00
